Name,Type,Category,Country,lat,lon,geocode,Département
Iceus Picard de Sicard,node,hospital,HT,18.4606367,-74.3986583,"18.4606367 , -74.3986583",Grande'Anse
Saint Gérard de chadonnette,node,hospital,HT,18.505214,-73.951431,"18.505214 , -73.951431",Grande'Anse
Gébeau à Corail,node,hospital,HT,18.505214,-73.951431,"18.505214 , -73.951431",Grande'Anse
CARITAS,node,hospital,HT,18.533834,-74.161041,"18.533834 , -74.161041",Grande'Anse
Sainte Claire de Corail,node,hospital,HT,18.505214,-73.951431,"18.505214 , -73.951431",Grande'Anse
CMS de Gébeau à Roseaux,node,hospital,HT,18.515266,-74.040575,"18.515266 , -74.040575",Grande'Anse
Bon Samaritain des Roseaux,node,hospital,HT,18.5151955,-74.0405255,"18.5151955 , -74.0405255",Grande'Anse
SSPE de Moulines,node,hospital,HT,18.505214,-73.951431,"18.505214 , -73.951431",Grande'Anse
Sainte Famille de Bordes,node,hospital,HT,18.5338344,-74.1610411,"18.5338344 , -74.1610411",Grande'Anse
SSPE Espwa de Pointe Sable,node,hospital,HT,18.4935069,-73.8246957,"18.4935069 , -73.8246957",Grande'Anse
SSPE des Basses,node,hospital,HT,18.4935135,-73.8247048,"18.4935135 , -73.8247048",Grande'Anse
Anse -à- Maçon,node,hospital,HT,18.493513,-73.824715,"18.493513 , -73.824715",Grande'Anse
FORSREF,node,hospital,HT,18.3005929,-73.761231,"18.3005929 , -73.761231",Sud
La Montagne,node,hospital,HT,19.8300181,-73.1278403,"19.8300181 , -73.1278403",Nord-Ouest
Mare Rouge,node,hospital,HT,19.778396,-73.3459488,"19.778396 , -73.3459488",Nord-Ouest
Port à l’Ecu,node,hospital,HT,19.8300156,-73.1278418,"19.8300156 , -73.1278418",Nord-Ouest
Citenne Rémy,node,hospital,HT,19.6927339,-73.2004038,"19.6927339 , -73.2004038",Nord-Ouest
Temps Perdu,node,hospital,HT,19.778396,-73.3459488,"19.778396 , -73.3459488",Nord-Ouest
La Source,node,hospital,HT,19.6927362,-73.2004005,"19.6927362 , -73.2004005",Nord-Ouest
Plate Forme,node,hospital,HT,19.6910515,-73.347443,"19.6910515 , -73.347443",Nord-Ouest
Dubois,node,hospital,HT,19.8300188,-73.127842,"19.8300188 , -73.127842",Nord-Ouest
Raymond,node,hospital,HT,19.8300163,-73.1278402,"19.8300163 , -73.1278402",Nord-Ouest
Baie de Henne,node,hospital,HT,19.6927352,-73.2004024,"19.6927352 , -73.2004024",Nord-Ouest
La Réserve,node,hospital,HT,19.8300171,-73.1278418,"19.8300171 , -73.1278418",Nord-Ouest
Côtes de Fer,node,hospital,HT,19.778396,-73.3459488,"19.778396 , -73.3459488",Nord-Ouest
Guichard,node,hospital,HT,19.8723656,-72.6967733,"19.8723656 , -72.6967733",Nord-Ouest
La Perrière,node,hospital,HT,19.8725934,-72.6967783,"19.8725934 , -72.6967783",Nord-Ouest
Chamoise,node,hospital,HT,19.8723791,-72.6968832,"19.8723791 , -72.6968832",Nord-Ouest
Chaineau,node,hospital,HT,19.8724822,-72.6969371,"19.8724822 , -72.6969371",Nord-Ouest
La Brousse,node,hospital,HT,19.7858733,-72.8411829,"19.7858733 , -72.8411829",Nord-Ouest
Foison,node,hospital,HT,19.8518566,-72.9116958,"19.8518566 , -72.9116958",Nord-Ouest
NWCM,node,hospital,HT,19.8724413,-72.6967044,"19.8724413 , -72.6967044",Nord-Ouest
La Plate,node,hospital,HT,19.7858717,-72.8411828,"19.7858717 , -72.8411828",Nord-Ouest
Glacis,node,hospital,HT,19.8725789,-72.6968763,"19.8725789 , -72.6968763",Nord-Ouest
Gaspard,node,hospital,HT,19.872484,-72.696816,"19.872484 , -72.696816",Nord-Ouest
Jean Clair,node,hospital,HT,19.8725218,-72.6967156,"19.8725218 , -72.6967156",Nord-Ouest
Centre de Santé de Alphonse,node,hospital,HT,18.5083628,-72.5093241,"18.5083628 , -72.5093241",Ouest
Baradères,node,hospital,HT,18.493214,-73.681588,"18.493214 , -73.681588",Nippes
SSPE de Plaisance,node,hospital,HT,18.453494,-73.521876,"18.453494 , -73.521876",Nippes
Côtes de Fer,node,hospital,HT,19.8751845,-72.6177262,"19.8751845 , -72.6177262",Nord-Ouest
SSPE de Beraca,node,hospital,HT,18.455987,-73.199965,"18.455987 , -73.199965",Nippes
SSPE de Gauthier Civil,node,hospital,HT,18.4534949,-73.5218762,"18.4534949 , -73.5218762",Nippes
SSPE Saint Joseph de Pemerle,node,hospital,HT,18.3746721,-73.1164478,"18.3746721 , -73.1164478",Nippes
Dispensaire Zev Atizan Lape,node,hospital,HT,18.5084583,-72.5092812,"18.5084583 , -72.5092812",Ouest
Dispensaire Notre Dame de Lourdes,node,hospital,HT,18.212487,-72.788837,"18.212487 , -72.788837",Sud-Est
SSPE de L homond,node,hospital,HT,18.455987,-73.199965,"18.455987 , -73.199965",Nippes
SSPE de Morisseaux,node,hospital,HT,18.3768537,-73.4359118,"18.3768537 , -73.4359118",Nippes
Dispensaire morne a bateau,node,hospital,HT,18.5083461,-72.5094827,"18.5083461 , -72.5094827",Ouest
Centre de Santé FOSADEC,node,hospital,HT,18.5085247,-72.5095047,"18.5085247 , -72.5095047",Ouest
Dispensaire Bon Berger,node,hospital,HT,18.5085254,-72.5093661,"18.5085254 , -72.5093661",Ouest
Marie Curie,node,hospital,HT,20.0447018,-72.7886358,"20.0447018 , -72.7886358",Nord-Ouest
SAINT LOUIS DU NORD HOSPITAL BONNEAU SAINT JOSPEH,node,hospital,HT,19.933333,-72.716666,"19.933333 , -72.716666",Nord-Ouest
GONAIVES HOSPITAL DOCTEUR BAUDIN,node,hospital,HT,19.45,-72.683333,"19.45 , -72.683333",Artibonite
ARCAHAIE HOSPITAL SAINT JOSEPH DE GALILEE,node,hospital,HT,18.7695917,-72.5124064,"18.7695917 , -72.5124064",Ouest
JACMEL CLINIC ASILE COMMUNAL,node,hospital,HT,18.2379412,-72.5388658,"18.2379412 , -72.5388658",Sud-Est
DELMAS CLINIC MULTIMED 2,node,hospital,HT,18.544722,-72.302777,"18.544722 , -72.302777",Ouest
Hopital général Les Cayes,node,hospital,HT,18.192777,-73.751388,"18.192777 , -73.751388",Sud
Hôpital Asile Notre-Dame de Lourdes,node,hospital,HT,18.6430868,-74.116674,"18.6430868 , -74.116674",Grande'Anse
CORAIL HOSPITAL CORAIL,node,hospital,HT,18.567222,-73.892222,"18.567222 , -73.892222",Grande'Anse
Jeremie Hospital la Source,node,hospital,HT,18.6500138,-74.1166688,"18.6500138 , -74.1166688",Grande'Anse
ANSE ROUGE HOSPITAL ANSE ROUGE (A.F.M.E.),node,hospital,HT,19.633333,-73.05,"19.633333 , -73.05",Artibonite
PORT DE PAIX HOSPITAL BERACA LA POINTE,node,hospital,HT,19.9416868,-72.8307575,"19.9416868 , -72.8307575",Nord-Ouest
MIRAGOANE HOSPITAL DISTRICT,node,hospital,HT,18.434,-73.082972,"18.434 , -73.082972",Nippes
Frères Hospital Rehabilitation,node,hospital,HT,18.533333,-72.266666,"18.533333 , -72.266666",Ouest
MIRAGOANE HOSPITAL PAILLANT,node,hospital,HT,18.4448396,-73.0980881,"18.4448396 , -73.0980881",Nippes
DESSALINES HOSPITAL DESSALINES CLAIRE HEUREUSE,node,hospital,HT,18.333333,-73.2,"18.333333 , -73.2",Sud
Hopital de la Charité,node,hospital,HT,18.1982259,-73.7459112,"18.1982259 , -73.7459112",Sud
DISPENSAIRE NOTRE DAME DE FATIMA,node,hospital,HT,19.9451799,-72.8210134,"19.9451799 , -72.8210134",Nord-Ouest
Hôpital Espérance,node,hospital,HT,19.6687946,-72.5504127,"19.6687946 , -72.5504127",Nord
POZ CLINIQUE ESPOIR,node,hospital,HT,18.538905,-72.3229,"18.538905 , -72.3229",Ouest
POZ-PORT-AU-PRINCE,node,hospital,HT,18.537771,-72.3180146,"18.537771 , -72.3180146",Ouest
CASF Kay Pou Zafet Sante Fanm,node,hospital,HT,18.5168855,-72.2984529,"18.5168855 , -72.2984529",Ouest
Dispensaire Ste Claire de Freres,node,hospital,HT,18.5212305,-72.254091,"18.5212305 , -72.254091",Ouest
Hopital Fermathe,node,hospital,HT,18.4677924,-72.295192,"18.4677924 , -72.295192",Ouest
CENTRE DE SANTE DE LA FRATERNITE,node,hospital,HT,18.4677645,-72.2951223,"18.4677645 , -72.2951223",Ouest
Friends for Missions Centre de Nutrition et Clinique,node,hospital,HT,18.5184301,-72.2960987,"18.5184301 , -72.2960987",Ouest
Centre de Santé Nazaréen,node,hospital,HT,18.5324358,-72.2677359,"18.5324358 , -72.2677359",Ouest
CAL DE MADIAN,node,hospital,HT,18.482994,-73.20683,"18.482994 , -73.20683",Nippes
CENTRE DE SANTE DE BOUDARIN,node,hospital,HT,18.2591111,-71.8947172,"18.2591111 , -71.8947172",Sud-Est
Centre Sante Mossanto Petit I,node,hospital,HT,18.4932673,-72.3409879,"18.4932673 , -72.3409879",Ouest
CENTRE DE SANTE FOCOMEL (163),node,hospital,HT,18.5160628,-72.2763636,"18.5160628 , -72.2763636",Ouest
Centre de santé et de nutrition Focomel,node,hospital,HT,18.523028,-72.2256966,"18.523028 , -72.2256966",Ouest
CENTRE COMMUNAUTAIRE DE FECA(FESSARD,node,hospital,HT,18.4859999,-72.3435517,"18.4859999 , -72.3435517",Ouest
Sante Medical Mossanto Petit II,node,hospital,HT,18.4983229,-72.3192593,"18.4983229 , -72.3192593",Ouest
Centre de Santé de Jalousie,node,hospital,HT,18.5092127,-72.2917016,"18.5092127 , -72.2917016",Ouest
Centre medico social de Thomassin 25,node,hospital,HT,18.4858138,-72.3127497,"18.4858138 , -72.3127497",Ouest
Dispensaire et Pharmacie Nan Banbou,node,hospital,HT,18.5245812,-72.2287763,"18.5245812 , -72.2287763",Ouest
Centre de Sante Rosemina de Diegue,node,hospital,HT,18.5106869,-72.2717729,"18.5106869 , -72.2717729",Ouest
Centre médico-social J.M.P. annexte # 50,node,hospital,HT,18.5096154,-72.2914492,"18.5096154 , -72.2914492",Ouest
CENTRE DE SANTE HOSPITALIER DE PERNIER,node,hospital,HT,18.5202797,-72.2421257,"18.5202797 , -72.2421257",Ouest
Centre de Santé par la Foi,node,hospital,HT,18.5039168,-72.2856983,"18.5039168 , -72.2856983",Ouest
Centre de santé Pernier,node,hospital,HT,18.52359,-72.226501,"18.52359 , -72.226501",Ouest
Service de Santé de Premier Échelon,node,hospital,HT,19.1067117,-72.7026441,"19.1067117 , -72.7026441",Artibonite
DISPENSAIRE LA PIERRE,node,hospital,HT,19.452354,-72.7353328,"19.452354 , -72.7353328",Artibonite
CENTRE DE SANTE DE SAVANNE AU LAIT,node,hospital,HT,19.5300211,-71.7612484,"19.5300211 , -71.7612484",Nord-Est
HOPITAL DE RABOTEAU,node,hospital,HT,19.4340246,-72.6976966,"19.4340246 , -72.6976966",Artibonite
DISPENSAIRE BAIE DES MOUSTIQUES,node,hospital,HT,19.9033395,-72.9620389,"19.9033395 , -72.9620389",Nord-Ouest
DISPENSAIRE COMMUNAUTAIRE DE FOISON,node,hospital,HT,19.7774075,-72.903276,"19.7774075 , -72.903276",Nord-Ouest
CENTRE DE SANTE WESLEYEN DE FAUCHE,node,hospital,HT,19.7370092,-72.4300885,"19.7370092 , -72.4300885",Nord
MDM GRIFFIF Hospital,node,hospital,HT,18.576265,-72.3071262,"18.576265 , -72.3071262",Ouest
VDH JACMEL,node,hospital,HT,18.2349693,-72.5268212,"18.2349693 , -72.5268212",Sud-Est
Turgeau Hospital Health Center SODEC,node,hospital,HT,18.5333378,-72.3166324,"18.5333378 , -72.3166324",Ouest
Port-au-Prince Hôpital Asile Communal,node,hospital,HT,18.555277,-72.338333,"18.555277 , -72.338333",Ouest
MIREBALAIS CLINIC PROFAMIL FAMILY PLAN,node,hospital,HT,18.833333,-72.1,"18.833333 , -72.1",Centre
DISPENSAIRE DE MAMONT,node,hospital,HT,19.3144184,-72.4318676,"19.3144184 , -72.4318676",Artibonite
CENTRE DE SANTE DE L'ESTERE,node,hospital,HT,19.3048294,-72.6100471,"19.3048294 , -72.6100471",Artibonite
DISPENSAIRE DE NIEL,node,hospital,HT,19.2319428,-72.5321328,"19.2319428 , -72.5321328",Artibonite
DISPENSAIRE RIVIERE MANCELLE,node,hospital,HT,19.6643453,-72.6977626,"19.6643453 , -72.6977626",Artibonite
CENTRE DE SANTE D'ANSE ROUGE,node,hospital,HT,19.63236,-73.054655,"19.63236 , -73.054655",Artibonite
CENTRE DE SANTE SOS FRANCE,node,hospital,HT,19.669786,-72.6840131,"19.669786 , -72.6840131",Artibonite
DISPENSAIRE TENTE,node,hospital,HT,19.670865,-73.02462,"19.670865 , -73.02462",Artibonite
DISPENSAIRE MOULIN,node,hospital,HT,19.6459045,-72.719827,"19.6459045 , -72.719827",Artibonite
DISPENSAIRE ATREI,node,hospital,HT,19.6379695,-72.9151315,"19.6379695 , -72.9151315",Artibonite
DISPENSAIRE LA CROIX MISSIONNAIRE DE PERISSE,node,hospital,HT,19.3458619,-72.5721058,"19.3458619 , -72.5721058",Artibonite
DISPENSAIRE GADE BAPTISTE,node,hospital,HT,19.2898147,-72.3537369,"19.2898147 , -72.3537369",Artibonite
DISPENSAIRE LIVING HOPE,node,hospital,HT,19.4182057,-72.3777797,"19.4182057 , -72.3777797",Artibonite
MONT ORGANISE CLINIC SOCIAL MEDICAL CENTER,node,hospital,HT,19.4,-71.783333,"19.4 , -71.783333",Nord-Est
DISPENSAIRE DE LALOMAS,node,hospital,HT,19.4512932,-72.2804964,"19.4512932 , -72.2804964",Artibonite
GRANDE RIVIERE DU NORD HOSPITAL MENNONITE,node,hospital,HT,19.583333,-72.183333,"19.583333 , -72.183333",Nord
DISPENSAIRE PENDU,node,hospital,HT,19.7860927,-72.7335231,"19.7860927 , -72.7335231",Artibonite
DISPENSAIRE DAVID,node,hospital,HT,19.7314121,-72.7274954,"19.7314121 , -72.7274954",Artibonite
DISPENSAIRE DE TREUIL,node,hospital,HT,19.7622343,-72.6580024,"19.7622343 , -72.6580024",Artibonite
DISPENSAIRE DE VERNEUIL,node,hospital,HT,19.7715109,-72.6726632,"19.7715109 , -72.6726632",Artibonite
Cap-Haitien Hospital Psychiatric,node,hospital,HT,19.767277,-72.216277,"19.767277 , -72.216277",Nord
Centre de Santé,node,hospital,HT,19.753388,-72.206833,"19.753388 , -72.206833",Nord
German Red Cross Field Hospital,node,hospital,HT,18.536043,-72.4065351,"18.536043 , -72.4065351",Ouest
German Red Cross Basic Care Unit,node,hospital,HT,18.5324308,-72.2910109,"18.5324308 , -72.2910109",Ouest
AIMER - IMANA - CDRS primary / emergency care medical facility,node,hospital,HT,18.550346,-72.2433692,"18.550346 , -72.2433692",Ouest
Centre de Santé de Christianville,node,hospital,HT,18.5084354,-72.509571,"18.5084354 , -72.509571",Ouest
unknown name,node,hospital,HT,18.5324413,-72.4061422,"18.5324413 , -72.4061422",Ouest
unknown name,node,hospital,HT,18.5330196,-72.4055379,"18.5330196 , -72.4055379",Ouest
Grace church mission,node,hospital,HT,18.529604,-72.40809,"18.529604 , -72.40809",Ouest
Le Nouveau Centre Médico Hospitalier de la Rue Capois,node,hospital,HT,18.5302011,-72.3373171,"18.5302011 , -72.3373171",Ouest
Centre de santé communautaire de Dumay,node,hospital,HT,18.516768,-72.202607,"18.516768 , -72.202607",Ouest
Polyclinique de Croix Dieu / DASH,node,hospital,HT,18.533875,-72.296171,"18.533875 , -72.296171",Ouest
Delmas Musseau,node,hospital,HT,18.5318623,-72.2904488,"18.5318623 , -72.2904488",Ouest
Shekina Clinic MSF support,node,hospital,HT,18.5265305,-72.4010271,"18.5265305 , -72.4010271",Ouest
Partners in Development (PID),node,hospital,HT,18.5950034,-72.3122393,"18.5950034 , -72.3122393",Ouest
CENTRE HOSPITALIER D ARCACHON 32,node,hospital,HT,18.5415286,-72.397995,"18.5415286 , -72.397995",Ouest
CENTRE DE SANTE MARANATHA,node,hospital,HT,18.5307041,-72.4112206,"18.5307041 , -72.4112206",Ouest
Centre de Sainte Rousseau Cesaire,node,hospital,HT,18.4204576,-72.9307116,"18.4204576 , -72.9307116",Ouest
Centre de diagnostic medical,node,hospital,HT,18.4336119,-72.8647057,"18.4336119 , -72.8647057",Ouest
CLINIQUE DE LA METROPOLE,node,hospital,HT,18.4285907,-72.7709266,"18.4285907 , -72.7709266",Ouest
KAY SANTE CLINIQUE MEDICALE,node,hospital,HT,18.4266331,-72.7738666,"18.4266331 , -72.7738666",Ouest
Hopital Georges Govin,node,hospital,HT,18.4273616,-72.7711714,"18.4273616 , -72.7711714",Ouest
Reference Laboratoire,node,hospital,HT,18.4276518,-72.7705448,"18.4276518 , -72.7705448",Ouest
Clinique Communautaire Men Kontre de Grand-Goâve,node,hospital,HT,18.4191243,-72.7718986,"18.4191243 , -72.7718986",Ouest
Centre de recherche de la medecine naturelle,node,hospital,HT,18.6033721,-72.2805096,"18.6033721 , -72.2805096",Ouest
Centre diagnostique medical Guadeloupe,node,hospital,HT,18.6043496,-72.276707,"18.6043496 , -72.276707",Ouest
Clinique N. D. de Fatima,node,hospital,HT,18.6046127,-72.2765399,"18.6046127 , -72.2765399",Ouest
PEDIATERIE Dr MARGUARETTE BLAISE JEAN,node,hospital,HT,18.625707,-72.2625385,"18.625707 , -72.2625385",Ouest
MEDECIN DU MONDE CENTRE DE SANTE,node,hospital,HT,18.5659289,-72.287503,"18.5659289 , -72.287503",Ouest
CENTRE hOSPITALIER COMMUNAUTAIRE URGENCE,node,hospital,HT,18.6332832,-72.2539768,"18.6332832 , -72.2539768",Ouest
CENTRE DE SANTE S.I.F/ONG,node,hospital,HT,18.5638088,-72.2252377,"18.5638088 , -72.2252377",Ouest
CENTRE DE PREVETION ET DE RECUPERATION NUTRITIONNEL,node,hospital,HT,18.5722856,-72.2210877,"18.5722856 , -72.2210877",Ouest
POLY CLINIQUE DE COTTARD,node,hospital,HT,18.5724971,-72.221793,"18.5724971 , -72.221793",Ouest
Clinique Dartiguenave,node,hospital,HT,18.5426156,-72.3318964,"18.5426156 , -72.3318964",Ouest
UMO,node,hospital,HT,18.5415341,-72.3333389,"18.5415341 , -72.3333389",Ouest
Hôpital Saint Joseph,node,hospital,HT,18.5351752,-72.3281962,"18.5351752 , -72.3281962",Ouest
HUMANITY FIRST MEDICAL CAMP,node,hospital,HT,18.5406852,-72.3266765,"18.5406852 , -72.3266765",Ouest
Centre de santé,node,hospital,HT,18.544667,-72.3362927,"18.544667 , -72.3362927",Ouest
Hôpital Psychiatrie,node,hospital,HT,18.5376602,-72.3410145,"18.5376602 , -72.3410145",Ouest
Hôpital Plurimédic,node,hospital,HT,18.5334252,-72.329127,"18.5334252 , -72.329127",Ouest
hopitsl sainte catherine de cite soleil,node,hospital,HT,18.5688112,-72.323228,"18.5688112 , -72.323228",Ouest
Croix-Rouge Haitienne,node,hospital,HT,18.5251741,-72.3320662,"18.5251741 , -72.3320662",Ouest
Medical Teams International,node,hospital,HT,18.5292716,-72.2489449,"18.5292716 , -72.2489449",Ouest
CENTRE DE SANTE COMMUNAUTAIRE DE DELMAS,node,hospital,HT,18.5420637,-72.2986912,"18.5420637 , -72.2986912",Ouest
Centre hospitalier de Delmas,node,hospital,HT,18.531245,-72.2910715,"18.531245 , -72.2910715",Ouest
BETHESDA MATERNTE,node,hospital,HT,18.566684,-72.3006499,"18.566684 , -72.3006499",Ouest
HOPITAL OFATMA,node,hospital,HT,18.5641012,-72.3282183,"18.5641012 , -72.3282183",Ouest
Hôpital Français d'Haïti,node,hospital,HT,18.5373387,-72.3454434,"18.5373387 , -72.3454434",Ouest
Centre de sante de Ste Claire de Freres,node,hospital,HT,18.521771,-72.2536853,"18.521771 , -72.2536853",Ouest
unknown name,node,hospital,HT,18.5627995,-72.3131686,"18.5627995 , -72.3131686",Ouest
unknown name,node,hospital,HT,18.5628983,-72.3132418,"18.5628983 , -72.3132418",Ouest
unknown name,node,hospital,HT,18.5629111,-72.313331,"18.5629111 , -72.313331",Ouest
unknown name,node,hospital,HT,18.5628642,-72.3131848,"18.5628642 , -72.3131848",Ouest
unknown name,node,hospital,HT,18.5634621,-72.3340396,"18.5634621 , -72.3340396",Ouest
MSPP/Zanmi la sante,node,hospital,HT,18.5621481,-72.3332904,"18.5621481 , -72.3332904",Ouest
Hôpital Saint Landy,node,hospital,HT,18.5157284,-72.2918349,"18.5157284 , -72.2918349",Ouest
MSF,node,hospital,HT,18.5647002,-72.3207435,"18.5647002 , -72.3207435",Ouest
unknown name,node,hospital,HT,18.5644739,-72.320702,"18.5644739 , -72.320702",Ouest
KLINIK ANNOU,node,hospital,HT,18.5107591,-72.2938193,"18.5107591 , -72.2938193",Ouest
Centre Hospitalier de Delmas,node,hospital,HT,18.5505915,-72.3067228,"18.5505915 , -72.3067228",Ouest
Complexe médical Jean Marie Ovide,node,hospital,HT,18.5574489,-72.3092219,"18.5574489 , -72.3092219",Ouest
cytimed,node,hospital,HT,18.5565197,-72.3065928,"18.5565197 , -72.3065928",Ouest
Centre chapi,node,hospital,HT,18.574357,-72.3284969,"18.574357 , -72.3284969",Ouest
unknown name,node,hospital,HT,19.5988655,-72.6339046,"19.5988655 , -72.6339046",Artibonite
Health Clinic,node,hospital,HT,18.949009,-72.6987993,"18.949009 , -72.6987993",Ouest
Red Cross / Bon Samaritan Clinic,node,hospital,HT,18.949722,-72.7030282,"18.949722 , -72.7030282",Ouest
Episcopal Clinic,node,hospital,HT,18.9423437,-72.7001542,"18.9423437 , -72.7001542",Ouest
Life Connection Clinic Site,node,hospital,HT,18.9426572,-72.703872,"18.9426572 , -72.703872",Ouest
Dr. Bolte's Clinic,node,hospital,HT,18.9790627,-72.6926468,"18.9790627 , -72.6926468",Artibonite
HOPITAL NOTRE DAME DE LA PAIX,node,hospital,HT,19.8556086,-73.1900834,"19.8556086 , -73.1900834",Nord-Ouest
unknown name,node,hospital,HT,18.5310764,-72.3862102,"18.5310764 , -72.3862102",Ouest
MDM,node,hospital,HT,18.5259196,-72.3983844,"18.5259196 , -72.3983844",Ouest
unknown name,node,hospital,HT,18.2324253,-72.3268231,"18.2324253 , -72.3268231",Sud-Est
OFATMA,node,hospital,HT,18.235518,-72.5360859,"18.235518 , -72.5360859",Sud-Est
Hopital le Bon Samaritain (HBS),node,hospital,HT,19.6988501,-72.4030059,"19.6988501 , -72.4030059",Nord
Killick,node,hospital,HT,18.5445352,-72.3967663,"18.5445352 , -72.3967663",Ouest
unknown name,node,hospital,HT,18.5412245,-72.3504626,"18.5412245 , -72.3504626",Ouest
unknown name,node,hospital,HT,18.5501756,-72.4043642,"18.5501756 , -72.4043642",Ouest
unknown name,node,hospital,HT,18.5356909,-72.3575007,"18.5356909 , -72.3575007",Ouest
unknown name,node,hospital,HT,18.5778396,-72.3006808,"18.5778396 , -72.3006808",Ouest
unknown name,node,hospital,HT,18.5394265,-72.3907079,"18.5394265 , -72.3907079",Ouest
Centre de santé Sacré-Coeur,node,hospital,HT,18.2678928,-72.1535534,"18.2678928 , -72.1535534",Sud-Est
love a child health center de fond parisien,node,hospital,HT,18.5185953,-71.9816944,"18.5185953 , -71.9816944",Ouest
hospital,node,hospital,HT,18.5282202,-72.0313488,"18.5282202 , -72.0313488",Ouest
mare-briole,node,hospital,HT,18.2974548,-72.1748516,"18.2974548 , -72.1748516",Sud-Est
MSF,node,hospital,HT,18.5546186,-72.3103866,"18.5546186 , -72.3103866",Ouest
Local Hopital Sainte Trinite,node,hospital,HT,18.5542869,-72.3104649,"18.5542869 , -72.3104649",Ouest
unknown name,node,hospital,HT,19.298972,-72.6079109,"19.298972 , -72.6079109",Artibonite
Centre Hospitalier de Ristian Martinez,node,hospital,HT,18.2386231,-72.5380112,"18.2386231 , -72.5380112",Sud-Est
Alma Mater,node,hospital,HT,19.6692818,-72.6808157,"19.6692818 , -72.6808157",Artibonite
unknown name,node,hospital,HT,18.5164919,-72.2027369,"18.5164919 , -72.2027369",Ouest
Plan Haiti,node,hospital,HT,18.6561957,-72.2511303,"18.6561957 , -72.2511303",Ouest
clinique,node,hospital,HT,18.5560372,-72.2817515,"18.5560372 , -72.2817515",Ouest
